ID,probability
TEST_00078,0.3137821993350074
TEST_00079,0.4385330845135717
TEST_00080,0.6197663523986793
TEST_00081,0.002700040011932982
TEST_00082,0.4549510864571199
TEST_00083,0.3959990455960253
TEST_00084,0.6955955187826978
TEST_00085,0.636608823803934
TEST_00086,0.0024968679414777645
TEST_00087,0.6685049784834505
TEST_00088,0.2923625770509789
TEST_00089,0.6532101903676754
TEST_00090,0.494136549851381
TEST_00091,0.23541160585800405
TEST_00092,0.628958172257132
TEST_00093,0.7794722992363049
TEST_00094,0.001763003264735161
TEST_00095,0.0033991845372211803
TEST_00096,0.7091606198312932
TEST_00097,0.3062140792048704
TEST_00098,0.6332261035787283
TEST_00099,0.521053155211429
TEST_00100,0.24520131986372087
TEST_00101,0.423800117326957
TEST_00102,0.6359044266239029
TEST_00103,0.5401751782269043
TEST_00104,0.626916502392969
TEST_00105,0.7303466569683507
TEST_00106,0.5101002910377649
TEST_00107,0.00811538005591158
TEST_00108,0.6050260772649492
TEST_00109,0.0063863064446431144
TEST_00110,0.6615203469800213
TEST_00111,0.637851249044918
TEST_00112,0.04361169223085594
TEST_00113,0.6432939777616348
TEST_00114,0.3766377180771975
TEST_00115,0.6678642919135219
TEST_00116,0.001924495939997323
TEST_00117,0.7203119510916488
TEST_00118,0.6060887098575657
TEST_00119,0.2811225323284858
TEST_00120,0.006806297187038628
TEST_00121,0.008329963179461343
TEST_00122,0.584952296211667
TEST_00123,0.7465941884044979
TEST_00124,0.6635729975456404
TEST_00125,0.5035107891616182
TEST_00126,0.010277964313771872
TEST_00127,0.15471235846309897
TEST_00128,0.5303483338963332
TEST_00129,0.6713591320839432
TEST_00130,0.47861609299814173
TEST_00131,0.662918926749513
TEST_00132,0.006964783865313686
TEST_00133,0.5223645757477157
TEST_00134,0.6499091466281207
TEST_00135,0.009465824825030741
TEST_00136,0.404482990071869
TEST_00137,0.45012008578925633
TEST_00138,0.19578099146476322
TEST_00139,0.5146048933530296
TEST_00140,0.04552825570780012
TEST_00141,0.00825671775079647
TEST_00142,0.5649998144341051
TEST_00143,0.007894271913405375
TEST_00144,0.3255894330114
TEST_00145,0.6906244118961643
TEST_00146,0.36406046636275924
TEST_00147,0.4569875205473618
TEST_00148,0.4788580893668299
TEST_00149,0.6921657820054246
TEST_00150,0.008546347262677525
TEST_00151,0.002382797160602744
TEST_00152,0.67773705676354
TEST_00153,0.5752813677343597
TEST_00154,0.06690458041929181
TEST_00155,0.47147542566062545
TEST_00156,0.6766384661090872
TEST_00157,0.5854504566087405
TEST_00158,0.6951499832549454
TEST_00159,0.5915008911838201
TEST_00160,0.6742664458702268
TEST_00161,0.7236449608915654
TEST_00162,0.6010242686646424
TEST_00163,0.024746592708801897
TEST_00164,0.7594096708246973
TEST_00165,0.41462243283506156
TEST_00166,0.6300713976279358
TEST_00167,0.44758747456018216
TEST_00168,0.6380623648489965
TEST_00169,0.4302958667371538
TEST_00170,0.4462892444010777
TEST_00171,0.48791421578917793
TEST_00172,0.5040595602865683
TEST_00173,0.49884535376383027
TEST_00174,0.31713570633581145
TEST_00175,0.5296321427518575
TEST_00176,0.6885742005227291
TEST_00177,0.4126631296425704
TEST_00178,0.6204359592585101
TEST_00179,0.5911855792306413
TEST_00180,0.6169750452123521
TEST_00181,0.7135140457253674
TEST_00182,0.3561251869609945
TEST_00183,0.7891683734318653
TEST_00184,0.3370269112180066
TEST_00185,0.44417531676678684
TEST_00186,0.6286732548204014
TEST_00187,0.49994290805297387
TEST_00188,0.5944720446952259
TEST_00189,0.5228829745483211
TEST_00190,0.7101353485465973
TEST_00191,0.4444455808226381
TEST_00192,0.5465151479925252
TEST_00193,0.17327928624676242
TEST_00194,0.8211855596273978
TEST_00195,0.640564413243064
TEST_00196,0.7068071076647182
TEST_00197,0.5190476160731583
TEST_00198,0.5067060687406033
TEST_00199,0.5667930390302997
TEST_00200,0.6481734215307017
TEST_00201,0.7119981751869661
TEST_00202,0.5380110943261454
TEST_00203,0.5479482350198102
TEST_00204,0.003111730939917841
TEST_00205,0.15070393923001182
TEST_00206,0.00896995889793864
TEST_00207,0.538895991767474
TEST_00208,0.4530367244101522
TEST_00209,0.5341255953687679
TEST_00210,0.7010971322056221
TEST_00211,0.3142395467459731
TEST_00212,0.3716904812032587
TEST_00213,0.29819610981971933
TEST_00214,0.6180000973641798
TEST_00215,0.5449555054597219
TEST_00216,0.6030372638968909
TEST_00217,0.5142078286775871
TEST_00218,0.770296370557859
TEST_00219,0.4220048517853345
TEST_00220,0.8025565463339028
TEST_00221,0.6641949349663755
TEST_00222,0.21159105660076827
TEST_00223,0.522429810011251
TEST_00224,0.28524724932927126
TEST_00225,0.5766562721001123
TEST_00226,0.4391000765134644
TEST_00227,0.558443830355015
TEST_00228,0.008789073806391275
TEST_00229,0.5823103905836551
TEST_00230,0.5643807916070286
TEST_00231,0.6392386328399969
TEST_00232,0.4356860715967544
TEST_00233,0.5718979792142674
TEST_00234,0.6397008479489721
TEST_00235,0.7497848303897641
TEST_00236,0.5978915114731451
TEST_00237,0.007075322020185528
TEST_00238,0.008320569071519937
TEST_00239,0.6871426112655376
TEST_00240,0.5535355429852519
TEST_00241,0.6652880557273045
TEST_00242,0.5707563069263553
TEST_00243,0.4310806060035056
TEST_00244,0.0025445282639673292
TEST_00245,0.7736953780881312
TEST_00246,0.6437946511093554
TEST_00247,0.28322300533107747
TEST_00248,0.6427313202230318
TEST_00249,0.7291452526587807
TEST_00250,0.45388505515610944
TEST_00251,0.008048163324858101
TEST_00252,0.6885726814599923
TEST_00253,0.04120070955162158
TEST_00254,0.6311364702114964
TEST_00255,0.766168913045268
TEST_00256,0.592082137634097
TEST_00257,0.6228468135350137
TEST_00258,0.6750434554832603
TEST_00259,0.7756597668387283
TEST_00260,0.006083531470870463
TEST_00261,0.003721228960696181
TEST_00262,0.0038078688135600295
TEST_00263,0.7366826467679112
TEST_00264,0.4608999502552258
TEST_00265,0.5976701897068618
TEST_00266,0.4071609585217597
TEST_00267,0.0022484146574141633
TEST_00268,0.4155318147466924
TEST_00269,0.6130869004060804
TEST_00270,0.3648576950199713
TEST_00271,0.009458935667434849
TEST_00272,0.5304476712557393
TEST_00273,0.49618840378571083
TEST_00274,0.5323387040581187
TEST_00275,0.11187507839120231
TEST_00276,0.002512089367217421
TEST_00277,0.48351277686515903
TEST_00278,0.6157517565791986
TEST_00279,0.7321707658546887
TEST_00280,0.0062808505444456614
TEST_00281,0.3168383085248821
TEST_00282,0.0024643973194000144
TEST_00283,0.0043774840163395825
TEST_00284,0.6474956792678993
TEST_00285,0.48794223983132196
TEST_00286,0.15739259168667408
TEST_00287,0.7544562513790741
TEST_00288,0.007299435447838004
TEST_00289,0.6561022859577224
TEST_00290,0.3256107786388889
TEST_00291,0.5424818802013094
TEST_00292,0.6666587075163597
TEST_00293,0.009060806463824053
TEST_00294,0.7451343739394857
TEST_00295,0.5922700146940177
TEST_00296,0.05565518576194879
TEST_00297,0.00559482783918321
TEST_00298,0.7568827219812218
TEST_00299,0.620365784233575
TEST_00300,0.33225524652824223
TEST_00301,0.7185507768342524
TEST_00302,0.5666363978991847
TEST_00303,0.635767905815939
TEST_00304,0.7977352305112191
TEST_00305,0.7214112885216909
TEST_00306,0.4491927323257689
TEST_00307,0.7519495156793425
TEST_00308,0.6932490947969363
TEST_00309,0.7209163085272094
TEST_00310,0.6561208849487997
TEST_00311,0.7133478196854712
TEST_00312,0.30742888704944454
TEST_00313,0.3313303760645007
TEST_00314,0.7420434871232607
TEST_00315,0.5813392593837459
TEST_00316,0.08140113277584045
TEST_00317,0.2901816050875315
TEST_00318,0.003983432856829974
TEST_00319,0.009827358652442246
TEST_00320,0.6970648579111689
TEST_00321,0.448123052019542
TEST_00322,0.42941871548047744
TEST_00323,0.4682125305752573
TEST_00324,0.5648572004774595
TEST_00325,0.002202624906391353
TEST_00326,0.5661933525982573
TEST_00327,0.5501720463724492
TEST_00328,0.31539176849352973
TEST_00329,0.5929121607378804
TEST_00330,0.6425487767919692
TEST_00331,0.00103080202528365
TEST_00332,0.7000220157640901
TEST_00333,0.6040178168843144
TEST_00334,0.6964698806146713
TEST_00335,0.5842929361298639
TEST_00336,0.0032247120364643383
TEST_00337,0.4209952007061471
TEST_00338,0.49454190102910117
TEST_00339,0.5753792814373673
TEST_00340,0.6303024482004593
TEST_00341,0.552617507867474
TEST_00342,0.340713903957005
TEST_00343,0.11160808961075436
TEST_00344,0.38661504981394745
TEST_00345,0.051088921800439946
TEST_00346,0.5764070379275088
TEST_00347,0.5131164012479807
TEST_00348,0.6738288736996849
TEST_00349,0.5854068011077349
TEST_00350,0.5148252877458609
TEST_00351,0.6390879536137265
TEST_00352,0.004460028414929624
TEST_00353,0.006538225477090697
TEST_00354,0.42308771583457094
TEST_00355,0.6320124901209994
TEST_00356,0.3429520940561719
TEST_00357,0.00650933531760498
TEST_00358,0.006508942556092369
TEST_00359,0.7319997963445395
TEST_00360,0.6337742921271422
TEST_00361,0.4112585861569802
TEST_00362,0.6406580896818772
TEST_00363,0.010884126473415964
TEST_00364,0.585073695282431
TEST_00365,0.4716938715760751
TEST_00366,0.5300873089021947
TEST_00367,0.4361618827953648
TEST_00368,0.5572050805220627
TEST_00369,0.18323240531841037
TEST_00370,0.003224073951707132
TEST_00371,0.2547162403597705
TEST_00372,0.500287805425437
TEST_00373,0.7183798697796178
TEST_00374,0.6273986143954788
TEST_00375,0.009553221392696772
TEST_00376,0.0023262559160329797
TEST_00377,0.5152053428306103
TEST_00378,0.5741543355435907
TEST_00379,0.3692360895522259
TEST_00380,0.008722675070353299
TEST_00381,0.7083277769926184
TEST_00382,0.7519180191990328
TEST_00383,0.22468199045751758
TEST_00384,0.6508329797850422
TEST_00385,0.38433560632673414
TEST_00386,0.7534096731239053
TEST_00387,0.5588234617844277
TEST_00388,0.5393293240419771
TEST_00389,0.4710180119620341
TEST_00390,0.742322597490277
TEST_00391,0.7339351048687888
TEST_00392,0.5804027497742896
TEST_00393,0.5722245194789823
TEST_00394,0.2615725850162058
TEST_00395,0.7382403518265477
TEST_00396,0.6224112034405863
TEST_00397,0.0032847150183988715
TEST_00398,0.3531712233710671
TEST_00399,0.0037855745108595577
TEST_00400,0.5962605010445288
TEST_00401,0.006916339263063749
TEST_00402,0.2514744697104602
TEST_00403,0.02360624516940261
TEST_00404,0.6911760169438984
TEST_00405,0.735503463468765
TEST_00406,0.23740181712417419
TEST_00407,0.5338292110469729
TEST_00408,0.5468002139787446
TEST_00409,0.26400536388761997
TEST_00410,0.12782020154354576
TEST_00411,0.40208382934302495
TEST_00412,0.304092699103895
TEST_00413,0.6845796606139175
TEST_00414,0.5969352093490148
TEST_00415,0.47331241830590853
TEST_00416,0.71954049608901
TEST_00417,0.7324010123733775
TEST_00418,0.7321235558041441
TEST_00419,0.24745767288093937
TEST_00420,0.2268374445379787
TEST_00421,0.6098908680651881
TEST_00422,0.7406253425036201
TEST_00423,0.004268030997246129
TEST_00424,0.2733403343092224
TEST_00425,0.3857128786459876
TEST_00426,0.5290130809312629
TEST_00427,0.6341725450494572
TEST_00428,0.49553179943643244
TEST_00429,0.4258992500495597
TEST_00430,0.6837440105025197
TEST_00431,0.6843546884517602
TEST_00432,0.4785262610996609
TEST_00433,0.00264759505837234
TEST_00434,0.6888079578562498
TEST_00435,0.5756803127921605
TEST_00436,0.005601580395846078
TEST_00437,0.5169911234257479
TEST_00438,0.002231673468827972
TEST_00439,0.009414742510799037
TEST_00440,0.6879745914191339
TEST_00441,0.7408291620537829
TEST_00442,0.6733008367376508
TEST_00443,0.6586087169303967
TEST_00444,0.007726573903787019
TEST_00445,0.5674098962294327
TEST_00446,0.23485783507749877
TEST_00447,0.6974769579062661
TEST_00448,0.6171557187182396
TEST_00449,0.013765153245458375
TEST_00450,0.7091498211877004
TEST_00451,0.0007618426910771795
TEST_00452,0.6161587237289659
TEST_00453,0.7060704402813486
TEST_00454,0.5312644483118039
TEST_00455,0.48200892984841176
TEST_00456,0.008236847497543007
TEST_00457,0.6104045652841935
TEST_00458,0.2515265570491841
TEST_00459,0.591319552906502
TEST_00460,0.0178848932193021
TEST_00461,0.7091277725706346
TEST_00462,0.5609275135571667
TEST_00463,0.3763247157508316
TEST_00464,0.5988087053477184
TEST_00465,0.5361706474812106
TEST_00466,0.5253200770917626
TEST_00467,0.6516239106345243
TEST_00468,0.7649968005199127
TEST_00469,0.012898061306790715
TEST_00470,0.5937105958959421
TEST_00471,0.7026910065701194
TEST_00472,0.7288720967950962
TEST_00473,0.530320282444768
TEST_00474,0.7327581765698619
TEST_00475,0.553951750756626
TEST_00476,0.002051789077689004
TEST_00477,0.7051577726159383
TEST_00478,0.39218781835910693
TEST_00479,0.46174356823029067
TEST_00480,0.6994980159467677
TEST_00481,0.37046698634355624
TEST_00482,0.5289888910958035
TEST_00483,0.5694568617088812
TEST_00484,0.3647618677695968
TEST_00485,0.546408993661451
TEST_00486,0.5452830838533181
TEST_00487,0.6964131622038341
TEST_00488,0.4687765046305421
TEST_00489,0.6268381099124439
TEST_00490,0.5838115021133123
TEST_00491,0.6420667397779606
TEST_00492,0.5104183130775611
TEST_00493,0.5214149891042489
TEST_00494,0.025657943131901204
TEST_00495,0.7350289819958733
TEST_00496,0.5537095635149543
TEST_00497,0.6503284429042151
TEST_00498,0.5322890184374475
TEST_00499,0.7590712930345752
TEST_00500,0.0025613660397126835
TEST_00501,0.004157919303227418
TEST_00502,0.14675531065194358
TEST_00503,0.6419176033122121
TEST_00504,0.002873487688794031
TEST_00505,0.7486626294379131
TEST_00506,0.003349633353237149
TEST_00507,0.497380974777304
TEST_00508,0.6763013651398816
TEST_00509,0.43725920147053177
TEST_00510,0.5029731321226719
TEST_00511,0.06532053939138216
TEST_00512,0.03917561966341585
TEST_00513,0.07102206275127143
TEST_00514,0.7576853118294744
TEST_00515,0.5768922423145693
TEST_00516,0.7054708053598074
TEST_00517,0.6012865945292701
TEST_00518,0.42696056483707767
TEST_00519,0.6301339378011971
TEST_00520,0.004330710106370682
TEST_00521,0.30379793182273074
TEST_00522,0.00869370205826231
TEST_00523,0.5224663645865598
TEST_00524,0.578598490144797
TEST_00525,0.261273230302772
TEST_00526,0.3516386927975674
TEST_00527,0.01736578098757132
TEST_00528,0.5061505488183302
TEST_00529,0.5868640206590504
TEST_00530,0.6540362314123052
TEST_00531,0.6630017879245953
TEST_00532,0.74188767907767
TEST_00533,0.0091888808607881
TEST_00534,0.48526100204602646
TEST_00535,0.3229578786313479
TEST_00536,0.7334080779437637
TEST_00537,0.010244070680681422
TEST_00538,0.007961276308716621
TEST_00539,0.1292390729169239
TEST_00540,0.6464978631612937
TEST_00541,0.5254929195929119
TEST_00542,0.0038664765285505442
TEST_00543,0.5638737846567158
TEST_00544,0.5320875750430939
TEST_00545,0.6339193966830714
TEST_00546,0.6040135004263263
TEST_00547,0.006504229452839486
TEST_00548,0.7434096475090112
TEST_00549,0.45154546662410827
TEST_00550,0.605108116948903
TEST_00551,0.5637120480540578
TEST_00552,0.5362729417459461
TEST_00553,0.30184114120690686
TEST_00554,0.45311628432560663
TEST_00555,0.5706181153806308
TEST_00556,0.4166028934994194
TEST_00557,0.631446233367446
TEST_00558,0.7184541919159105
TEST_00559,0.01548757192798461
TEST_00560,0.44732743989728185
TEST_00561,0.19222029741118227
TEST_00562,0.8048906087891039
TEST_00563,0.006999015228764871
TEST_00564,0.5915415150874078
TEST_00565,0.4549334507203071
TEST_00566,0.5715837060417204
TEST_00567,0.2988633106345999
TEST_00568,0.47544263681178006
TEST_00569,0.4064078766865696
TEST_00570,0.40665992642881
TEST_00571,0.5569667616084784
TEST_00572,0.009326720981380321
TEST_00573,0.022041359243080916
TEST_00574,0.6360351406081157
TEST_00575,0.22078146291923667
TEST_00576,0.47257673257385974
TEST_00577,0.4752637586238582
TEST_00578,0.6048548954919856
TEST_00579,0.7326506726646512
TEST_00580,0.002031596005672463
TEST_00581,0.6504115843034151
TEST_00582,0.35505262100696083
TEST_00583,0.5598628561421523
TEST_00584,0.4979991467070163
TEST_00585,0.5413385768451691
TEST_00586,0.28775967667724217
TEST_00587,0.4554442236877554
TEST_00588,0.69837108086354
TEST_00589,0.007003884879619956
TEST_00590,0.44823606037510066
TEST_00591,0.3891431982503662
TEST_00592,0.4779560543260175
TEST_00593,0.515279258218521
TEST_00594,0.0034008353409442924
TEST_00595,0.4330780182951202
TEST_00596,0.6679216980455172
TEST_00597,0.6771966360474999
TEST_00598,0.5002738866367648
TEST_00599,0.5056188707597435
TEST_00600,0.22162171188489874
TEST_00601,0.5763009348778384
TEST_00602,0.6044457095945043
TEST_00603,0.6482782094083889
TEST_00604,0.37955772518441844
TEST_00605,0.7045772800549722
TEST_00606,0.12118942313054963
TEST_00607,0.5723484670846897
TEST_00608,0.4178189808544634
TEST_00609,0.782694338887723
TEST_00610,0.0033881526346806086
TEST_00611,0.5181587708348487
TEST_00612,0.5643676179970555
TEST_00613,0.6045178547099006
TEST_00614,0.6563974424319793
TEST_00615,0.7169889520131781
TEST_00616,0.6243903570843776
TEST_00617,0.4476882365973538
TEST_00618,0.29242735750404103
TEST_00619,0.3663134383585182
TEST_00620,0.4354647348960242
TEST_00621,0.32921666524357224
TEST_00622,0.6668620768331812
TEST_00623,0.7219302295113648
TEST_00624,0.7114716515294807
TEST_00625,0.7152654186678173
TEST_00626,0.5477452027107631
TEST_00627,0.47314564682371085
TEST_00628,0.7368759936455451
TEST_00629,0.2737052877677083
TEST_00630,0.48685205503855405
TEST_00631,0.35066427457182425
TEST_00632,0.7562463004155566
TEST_00633,0.6542564256497607
TEST_00634,0.7211386736311141
TEST_00635,0.7309119752197206
TEST_00636,0.4242438051622902
TEST_00637,0.72965459772413
TEST_00638,0.011588128390700378
TEST_00639,0.7082122132017935
TEST_00640,0.0033403338566146794
TEST_00641,0.0020526824907023612
TEST_00642,0.7632488012842655
TEST_00643,0.5237327230768757
TEST_00644,0.30167201692614526
TEST_00645,0.31448311567984405
TEST_00646,0.008549756544652592
TEST_00647,0.1703449915532265
TEST_00648,0.7218516098440643
TEST_00649,0.6658798402223186
TEST_00650,0.27828946539745203
TEST_00651,0.5984353856265843
TEST_00652,0.7341877149872862
TEST_00653,0.47390572708297013
TEST_00654,0.003843457058469642
TEST_00655,0.7425845483881001
TEST_00656,0.6029052347091157
TEST_00657,0.005792208281820776
TEST_00658,0.22613807724395454
TEST_00659,0.4208956291340705
TEST_00660,0.0020399110014323557
TEST_00661,0.7570839951890219
TEST_00662,0.2983342076309294
TEST_00663,0.008454510893190775
TEST_00664,0.5888199343014061
TEST_00665,0.007354272399246151
TEST_00666,0.43810106074019706
TEST_00667,0.0011754410574884905
TEST_00668,0.43594358227079755
TEST_00669,0.5179125518286246
TEST_00670,0.2549294498743216
TEST_00671,0.6347434745901429
TEST_00672,0.6494712241957137
TEST_00673,0.006093800130478867
TEST_00674,0.4522866363354204
TEST_00675,0.32389346218859516
TEST_00676,0.6803283721237611
TEST_00677,0.34004653923482153
TEST_00678,0.39258906432444135
TEST_00679,0.6698962040641567
TEST_00680,0.4399120757872176
TEST_00681,0.006248561851113372
TEST_00682,0.002365747079576813
TEST_00683,0.1629560799093681
TEST_00684,0.6367233633170624
TEST_00685,0.3506530292739436
TEST_00686,0.7071280175647703
TEST_00687,0.1370320055211395
TEST_00688,0.5232139402805465
TEST_00689,0.6220000480300032
TEST_00690,0.6078140686560816
TEST_00691,0.6632592966173988
TEST_00692,0.07492765744430203
TEST_00693,0.4136343694613585
TEST_00694,0.23249704197551996
TEST_00695,0.5125405864627527
TEST_00696,0.13995924207606159
TEST_00697,0.6088703371819852
TEST_00698,0.731346780254688
TEST_00699,0.0017877782750506722
TEST_00700,0.47354161872929745
TEST_00701,0.5511975733867831
TEST_00702,0.37513030415545645
TEST_00703,0.4557719967403681
TEST_00704,0.6440025872335418
TEST_00705,0.7183234753910068
TEST_00706,0.4678182863629465
TEST_00707,0.002905951031019835
TEST_00708,0.0051428701492700285
TEST_00709,0.5758549537341512
TEST_00710,0.7108676007776956
TEST_00711,0.4621923880651008
TEST_00712,0.5243747634874323
TEST_00713,0.28407314017564317
TEST_00714,0.7201058006741142
TEST_00715,0.0022911586901644865
TEST_00716,0.4924658477462521
TEST_00717,0.5496756458349107
TEST_00718,0.1756994355027346
TEST_00719,0.6151480085269733
TEST_00720,0.4786332000045574
TEST_00721,0.6700510629538536
TEST_00722,0.007081660084789171
TEST_00723,0.6456986372975213
TEST_00724,0.002784883783024526
TEST_00725,0.006594831082541201
TEST_00726,0.6702906504436277
TEST_00727,0.550872582001795
TEST_00728,0.39184881621570367
TEST_00729,0.534367161274845
TEST_00730,0.5101771420239308
TEST_00731,0.015320949846389256
TEST_00732,0.6424456753997619
TEST_00733,0.49884380744211976
TEST_00734,0.3016786047983403
TEST_00735,0.7300325407479648
TEST_00736,0.5347282269564991
TEST_00737,0.34619172967505574
TEST_00738,0.5090693130087908
TEST_00739,0.17466002825607577
TEST_00740,0.4046291180058006
TEST_00741,0.4058959642813502
TEST_00742,0.35489855203635934
TEST_00743,0.7528506878722098
TEST_00744,0.5884632259309932
TEST_00745,0.7193924106876702
TEST_00746,0.007216488395227234
TEST_00747,0.6289150528000248
TEST_00748,0.4816279428715055
TEST_00749,0.00047184686156227497
TEST_00750,0.6887901356607795
TEST_00751,0.009303365084779252
TEST_00752,0.19057555948097907
TEST_00753,0.5786551461043288
TEST_00754,0.4773174724573212
TEST_00755,0.05986044854201763
TEST_00756,0.5740154383269928
TEST_00757,0.5209727020471303
TEST_00758,0.7508797804947228
TEST_00759,0.71279809303471
TEST_00760,0.03797470283210164
TEST_00761,0.44665640135367535
TEST_00762,0.6961016407930211
TEST_00763,0.24085027290395222
TEST_00764,0.33396651471707
TEST_00765,0.48642477461482503
TEST_00766,0.5144654284721673
TEST_00767,0.47682546849510743
TEST_00768,0.6268910518741595
TEST_00769,0.09088235490390532
TEST_00770,0.47304834564059806
TEST_00771,0.4238228570759174
TEST_00772,0.16274380381239587
TEST_00773,0.350876046781196
TEST_00774,0.6511837997910292
TEST_00775,0.6237838366370108
TEST_00776,0.6622863568310654
TEST_00777,0.6668035009992195
TEST_00778,0.5126599537984291
TEST_00779,0.32446802961730864
TEST_00780,0.6341774813957451
TEST_00781,0.5300404144732508
TEST_00782,0.37382231741931404
TEST_00783,0.6460538620304763
TEST_00784,0.6310224450247692
TEST_00785,0.6641588163244261
TEST_00786,0.6319546927552036
TEST_00787,0.7734229672103118
TEST_00788,0.006618158308332712
TEST_00789,0.7632631277428699
TEST_00790,0.3219830517800102
TEST_00791,0.7765734133038551
TEST_00792,0.5943591129431022
TEST_00793,0.7234970117044941
TEST_00794,0.3771454202822654
TEST_00795,0.4336443859112431
TEST_00796,0.7389916245725193
TEST_00797,0.5326405976507791
TEST_00798,0.40586309884032473
TEST_00799,0.6192809235605907
TEST_00800,0.5712155875098043
TEST_00801,0.36545182840133267
TEST_00802,0.5213157444296153
TEST_00803,0.6402825602198079
TEST_00804,0.49966211676059247
TEST_00805,0.4713132252169415
TEST_00806,0.007275550563676676
TEST_00807,0.0071672938145786345
TEST_00808,0.7500844210910068
TEST_00809,0.4982479990406768
TEST_00810,0.0007314430703320643
TEST_00811,0.623471359002278
TEST_00812,0.6753901454283748
TEST_00813,0.7102438378868108
TEST_00814,0.4075326486025284
TEST_00815,0.2858304386512798
TEST_00816,0.6380223606071966
TEST_00817,0.4536551503026007
TEST_00818,0.4429745948185212
TEST_00819,0.691706176956047
TEST_00820,0.6885690279146904
TEST_00821,0.29527696994954694
TEST_00822,0.7343060011412617
TEST_00823,0.5138641257183021
TEST_00824,0.683375073756039
TEST_00825,0.7434363053409508
TEST_00826,0.5573850626837283
TEST_00827,0.010276918337922495
TEST_00828,0.705019345097958
TEST_00829,0.5124742261478502
TEST_00830,0.5843546627875472
TEST_00831,0.6292519920039896
TEST_00832,0.3472382642792811
TEST_00833,0.004184155428671619
TEST_00834,0.5751890583676703
TEST_00835,0.40722887555006976
TEST_00836,0.546456054702827
TEST_00837,0.5622945497167006
TEST_00838,0.641793066448184
TEST_00839,0.5900915101026708
TEST_00840,0.0047821790144171325
TEST_00841,0.721941492278071
TEST_00842,0.6274134646192612
TEST_00843,0.6589300561851688
TEST_00844,0.6480113553639839
TEST_00845,0.6146757439169206
TEST_00846,0.5947494471757411
TEST_00847,0.0062744591538737
TEST_00848,0.4163845984619931
TEST_00849,0.6628529161554353
TEST_00850,0.6010305788937889
TEST_00851,0.5376195623017893
TEST_00852,0.23870883164298384
TEST_00853,0.5801974190764803
TEST_00854,0.6735079576229399
TEST_00855,0.46003726867015066
TEST_00856,0.7342788859647872
TEST_00857,0.6071606101306591
TEST_00858,0.008021952405604398
TEST_00859,0.5150733591443536
TEST_00860,0.7352455757175018
TEST_00861,0.6159566836095797
TEST_00862,0.628140410357573
TEST_00863,0.5802407276254636
TEST_00864,0.5015369658114821
TEST_00865,0.01658373390044438
TEST_00866,0.31568684797119634
TEST_00867,0.7045578784586711
TEST_00868,0.76640654819281
TEST_00869,0.42042895236764566
TEST_00870,0.6619842495600836
TEST_00871,0.42679542342640514
TEST_00872,0.0074517974720991085
TEST_00873,0.7502976367816137
TEST_00874,0.5629366755742694
TEST_00875,0.6696259513714735
